PK,CCR,GENDER,RACE,AGE,CITEDTIME,INCIDENTLOCATION,OFFENSES,NEIGHBORHOOD,ZONE,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
1084310,17208934,M,W,29,2017-10-29T23:18:00,"BINGHAM ST & BEDFORD SQ PITTSBURGH, PA ",601.12 Interference with Official Duties,South Side Flats,3,1702,3,3,-79.98621187,40.42942371
1084311,17091670,M,B,49,2017-05-19T19:30:00,"200 Block GEN ROBINSON ST PITTSBURGH, PA ",726.01 (a) Resale of tickets without license unlawful: Heinz Field & PNC Park must have license and be in reselling zone,,1,,,,0,0
1084312,17094724,M,W,52,2017-05-26T09:00:00,"3100 Block KELVIN ST PITTSBURGH, PA ",633.02(a) Dog License Required; 3 Months or Older,Sheraden,6,2022,2,5,-80.06335841,40.4527856
1084313,17089484,M,B,47,2017-05-16T15:00:00,"5TH AV & MARKET ST PITTSBURGH, PA ",5505 Public Drunkenness,Central Business District,2,201,6,6,-80.00210877,40.44138289
1084321,17211023,M,W,25,2017-11-01T00:46:00,"600 Block GREENFIELD AV PITTSBURGH, PA ",5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,Greenfield,4,1517,5,3,-79.93974531,40.4261384
1084322,17211023,M,A,23,2017-11-02T00:46:00,"600 Block GREENFIELD AV PITTSBURGH, PA ",5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,Greenfield,4,1517,5,3,-79.93974531,40.4261384
1084323,17211089,M,W,21,2017-11-01T02:49:00,"100 Block S 19TH ST PITTSBURGH, PA ",5505 Public Drunkenness,South Side Flats,3,1702,3,3,-79.97945115,40.42812885
1084324,17211624,F,O,60,2017-11-01T20:40:00,"1200 Block DICKSON ST PITTSBURGH, PA ",2709(a)(3) Harassment No Legitimate Purpose,Marshall-Shadeland,1,2715,1,1,-80.02806931,40.47025566
1084325,17211624,F,O,60,2017-11-01T20:40:00,"1200 Block DICKSON ST PITTSBURGH, PA ","2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",Marshall-Shadeland,1,2715,1,1,-80.02806931,40.47025566
1084326,17211624,M,O,63,2017-11-01T20:40:00,"1200 Block DICKSON ST PITTSBURGH, PA ","2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",Marshall-Shadeland,1,2715,1,1,-80.02806931,40.47025566
1084327,17211048,M,B,24,2017-11-01T01:22:00,"S 12TH ST & BEDFORD SQ PITTSBURGH, PA ",5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,South Side Flats,3,1702,3,3,-79.98645129,40.42970877
1084328,17211048,M,B,24,2017-11-01T01:22:00,"S 12TH ST & BEDFORD SQ PITTSBURGH, PA ",601.12 Interference with Official Duties,South Side Flats,3,1702,3,3,-79.98645129,40.42970877
1084329,17211087,M,W,26,2017-11-01T02:28:00,"S 18TH ST & SARAH ST PITTSBURGH, PA ",5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,South Side Flats,3,1702,3,3,-79.98065191,40.42783836
1084330,17211087,M,W,26,2017-11-01T00:28:00,"S 18TH ST & SARAH ST PITTSBURGH, PA ",5505 Public Drunkenness,South Side Flats,3,1702,3,3,-79.98065191,40.42783836
1084331,17211087,M,W,26,2017-11-01T00:28:00,"S 18TH ST & SARAH ST PITTSBURGH, PA ","2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",South Side Flats,3,1702,3,3,-79.98065191,40.42783836
1084332,17212173,M,B,21,2017-11-02T16:03:00,"200 Block ELSINBURG WY PITTSBURGH, PA ",607.07 Carrying Fascimiles of Firearms Prohibited,Knoxville,3,3001,3,5,-79.99053733,40.41552947
1084333,17213195,M,B,24,2017-11-03T19:40:00,"S 17TH ST & E CARSON ST PITTSBURGH, PA ",5505 Public Drunkenness,South Side Flats,3,1702,3,3,-79.98204758,40.42883493
1084334,17212850,M,O,34,2017-11-03T08:00:00,"2300 Block COBDEN ST PITTSBURGH, PA ",633.08 Dogs at Large Prohibited,South Side Slopes,3,1608,3,3,-79.97393583,40.42014387
1084335,17213802,M,B,16,2017-11-04T18:31:00,"300 Block KINGSBORO ST PITTSBURGH, PA ",6304(b)(2) Sale And Use of Air Rifles - Carrying Or Discharging Air Rifles on Public Land or any Public Place,Mount Washington,3,1807,3,5,-80.00155548,40.42171779
1084336,17213802,M,B,14,2017-11-04T18:31:00,"400 Block E WARRINGTON AV PITTSBURGH, PA ",6304(b)(2) Sale And Use of Air Rifles - Carrying Or Discharging Air Rifles on Public Land or any Public Place,Mount Washington,3,1807,3,5,-80.00007475,40.42073112
1084337,17213898,F,B,28,2017-11-04T21:12:00,"LARIMER AV & BROAD ST PITTSBURGH, PA ",627.02(b)(i) Possessing a small amount of marijuana,East Liberty,5,1115,9,2,-79.92083206,40.46121375
1084338,17213323,M,B,30,2017-11-04T01:46:00,"1500 Block E CARSON ST PITTSBURGH, PA ",5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,South Side Flats,3,1702,3,3,-79.98330671,40.42868483
1084339,17213323,M,B,30,2017-11-04T01:46:00,"1500 Block E CARSON ST PITTSBURGH, PA ",5505 Public Drunkenness,South Side Flats,3,1702,3,3,-79.98330671,40.42868483
1084340,17213323,M,B,30,2017-11-04T01:46:00,"1500 Block E CARSON ST PITTSBURGH, PA ",627.02(b)(i) Possessing a small amount of marijuana,South Side Flats,3,1702,3,3,-79.98330671,40.42868483
1084341,17213745,F,W,72,2017-11-04T17:05:00,"CENTRE AV & WASHINGTON PL PITTSBURGH, PA ",719.01 License Required for Vendor or Peddler,Central Business District,2,201,6,6,-79.99153026,40.440468
1084342,17214073,F,W,21,2017-11-05T01:35:00,"300 Block MERITT AV PITTSBURGH, PA ","6308(a) Underage Purchase, Consume, Possessed or Transport Liquor",Carrick,3,2904,4,3,-79.98485706,40.38370861
1084343,17213990,M,W,25,2017-11-05T00:35:00,"S 16TH ST & E CARSON ST PITTSBURGH, PA ",5505 Public Drunkenness,South Side Flats,3,1702,3,3,-79.98271222,40.4288317
1084344,17213990,M,W,25,2017-11-05T00:32:00,"S 16TH ST & E CARSON ST PITTSBURGH, PA ",5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,South Side Flats,3,1702,3,3,-79.98271222,40.4288317
1084345,17214023,F,W,21,2017-11-05T01:26:00,"BATES ST & YORK WY PITTSBURGH, PA ",5505 Public Drunkenness,Central Oakland,4,405,3,3,-79.95422368,40.43782769
1084346,17214049,F,W,29,2017-11-05T01:15:00,"100 Block S 16TH ST PITTSBURGH, PA ",5505 Public Drunkenness,South Side Flats,3,1702,3,3,-79.98310596,40.42843857
1084347,17214049,F,W,29,2017-11-05T01:15:00,"100 Block S 16TH ST PITTSBURGH, PA ",5505 Public Drunkenness,South Side Flats,3,1702,3,3,-79.98310596,40.42843857
1084348,17214266,M,W,46,2017-11-05T11:30:00,"I-376 RAMP & I-376 PITTSBURGH, PA ",602.04(b)(1)(c) Panhandling-Hindrance to traffic: Violates traffice regulations for pedestrians or vehicles,Squirrel Hill South,4,1408,2,5,-80.03948494,40.42054501
1084349,17214490,M,W,60,2017-11-05T18:10:00,"BIGELOW BL & N CRAIG ST PITTSBURGH, PA ",5505 Public Drunkenness,Upper Hill,2,506,6,3,-79.95516891,40.45707042
1084350,17214787,M,W,22,2017-11-05T00:30:00,"200 Block NORTH SHORE DR PITTSBURGH, PA ",5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,North Shore,1,2205,1,6,-80.00955477,40.4462843
1084351,17214787,M,W,22,2017-11-05T00:30:00,"200 Block NORTH SHORE DR PITTSBURGH, PA ",5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,North Shore,1,2205,1,6,-80.00955477,40.4462843
1084352,17214971,M,B,34,2017-11-08T11:30:00,"2ND AV & GLEN CALADH ST PITTSBURGH, PA ",601.08(a) Alcohol or Liquor Consumption on Streets or Sidewalks,Hazelwood,4,1515,5,3,-79.94384519,40.40915052
1084353,17215042,F,W,37,2017-10-23T21:25:00,"1200 Block SHADYCREST DR PITTSBURGH, PA ","5533(a) Cruelty to animals - Intentionally, knowingly or recklessly illtreats, overloads, beats, abandons or abuses an animal",Beechview,6,1916,4,5,-80.02691364,40.42491763
1084354,17215118,F,B,52,2017-11-06T16:17:00,"PENN AV & N WHITFIELD ST PITTSBURGH, PA ",601.08(a) Alcohol or Liquor Consumption on Streets or Sidewalks,East Liberty,5,1115,9,2,-79.92571882,40.46172802
1084355,17215118,M,B,71,2017-11-06T16:17:00,"N HIGHLAND AV & PENN AV PITTSBURGH, PA ",601.08(a) Alcohol or Liquor Consumption on Streets or Sidewalks,East Liberty,5,1115,9,2,-79.92481805,40.4614141
1084356,17176600,M,W,41,2017-09-14T14:07:00,"INDUSTRY ST & CURTIN AV PITTSBURGH, PA ",627.02(b)(i) Possessing a small amount of marijuana,Beltzhoover,3,1809,3,5,-79.99889921,40.420705
1084357,17173901,F,B,29,2017-09-10T15:46:00,"FRIENDSHIP AV & S AIKEN AV PITTSBURGH, PA ",5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,Bloomfield,5,806,7,2,-79.93762349,40.46189805
1084358,17199035,F,B,21,2017-10-14T23:38:00,"1700 Block E CARSON ST PITTSBURGH, PA ",6310.3(a) Carrying a False Identification Card; under 21 to obtain liquor,South Side Flats,3,1702,3,3,-79.98186901,40.4285852
1084359,17215663,M,B,44,2017-11-07T12:20:00,"6TH AV & COFFEY WY PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",Central Business District,2,201,6,6,-79.99891899,40.44188916
1084360,17215905,M,W,43,2017-11-07T19:40:00,"900 Block LIBERTY AV PITTSBURGH, PA ",5505 Public Drunkenness,Central Business District,2,201,6,6,-79.99793652,40.44288811
1084361,17220667,M,W,17,2017-11-14T17:15:00,"1700 Block MURRAY AV PITTSBURGH, PA ",627.02(b)(ii) Smoking a small amount of marijuana in any public space,Squirrel Hill South,4,1413,5,3,-79.92305429,40.43802148
1084362,17220667,M,W,17,2017-11-14T17:15:00,"1700 Block MURRAY AV PITTSBURGH, PA ",5505 Public Drunkenness,Squirrel Hill South,4,1413,5,3,-79.92305429,40.43802148
1084363,17210192,F,W,12,2017-10-30T12:00:00,"10 Block ZIMMERMAN ST PITTSBURGH, PA ","2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",Brookline,6,3206,4,5,-80.00338237,40.40002073
1084364,17216427,F,B,41,2017-11-08T14:20:00,"3100 Block BANKSVILLE RD PITTSBURGH, PA ","2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",Banksville,6,2023,2,5,-80.04332551,40.39978888
1084365,17217353,M,O,20,2017-11-10T19:47:00,"100 Block ART ROONEY AV PITTSBURGH, PA ","6308(a) Underage Purchase, Consume, Possessed or Transport Liquor",North Shore,1,2205,1,6,-80.01631623,40.44631465
1084366,17217353,M,O,20,2017-11-10T19:47:00,"100 Block ART ROONEY AV PITTSBURGH, PA ",5505 Public Drunkenness,North Shore,1,2205,1,6,-80.01631623,40.44631465
1084367,17218121,M,W,19,2017-11-10T20:28:00,"60 Block S 17TH ST PITTSBURGH, PA ","6308(a) Underage Purchase, Consume, Possessed or Transport Liquor",South Side Flats,3,1702,3,3,-79.98210765,40.42998813
1084368,17219034,M,B,33,2017-11-12T02:00:00,"1700 Block LETSCHE ST PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",Fineview,1,2509,6,1,-80.00823887,40.46262849
1084369,17173901,F,B,29,2017-09-10T15:46:00,"FRIENDSHIP AV & S AIKEN AV PITTSBURGH, PA ","5507(a) Obstructing highway, railroad or public passage",Bloomfield,5,806,7,2,-79.93762349,40.46189805
1084370,17175027,M,B,31,2017-09-04T21:30:00,"200 Block ARABELLA ST PITTSBURGH, PA ",5511(c)(1) CRUELTY TO ANIMALS,Knoxville,3,3001,3,5,-79.99135286,40.41227198
1084381,17092789,F,B,52,2017-05-21T13:40:00,"700 Block MONTOOTH ST PITTSBURGH, PA ","2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",Beltzhoover,3,1809,3,5,-80.00593861,40.4161751
1084382,17095826,F,B,22,2017-05-26T02:45:00,"400 Block N MATHILDA ST PITTSBURGH, PA ",3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,Garfield,5,1017,9,2,-79.94576493,40.46776599
1084401,17096542,M,B,24,2017-05-27T02:50:00,"1500 Block E CARSON ST PITTSBURGH, PA ",5505 Public Drunkenness,North Oakland,3,403,3,3,-79.98330671,40.42868483
1084402,17097088,M,W,35,2017-05-27T23:30:00,"300 Block NORTH SHORE DR PITTSBURGH, PA ",5505 Public Drunkenness,North Shore,1,2205,1,6,-80.01179547,40.44576994
1084421,17216534,M,B,12,2017-11-08T17:00:00,"600 Block LIBERTY AV PITTSBURGH, PA ","3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise",Central Business District,2,201,6,6,-80.00162045,40.44177298
1084422,17217455,M,W,21,2017-11-09T22:08:00,"300 Block NORTH SHORE DR PITTSBURGH, PA ",3503(b.1) Criminal Trespass - Simple Trespasser,North Shore,1,2205,1,6,-80.01179547,40.44576994
1084423,17218267,M,W,26,2017-11-11T00:46:00,"S 17TH ST & CAREY WY PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",South Side Flats,3,1702,3,3,-79.98209722,40.42838021
1084424,17219335,F,B,16,2017-11-12T15:48:00,"1100 Block SHEFFIELD ST PITTSBURGH, PA ",3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,Central Business District,1,201,6,1,-80.02126185,40.45420401
1084425,17219355,M,W,45,2017-11-12T16:35:00,"BAYARD ST & DEVONSHIRE ST PITTSBURGH, PA ",627.02(b)(i) Possessing a small amount of marijuana,Shadyside,4,709,8,2,-79.94542741,40.45138594
1084426,17220667,M,W,14,2017-11-14T16:00:00,"1700 Block MURRAY AV PITTSBURGH, PA ",5505 Public Drunkenness,Squirrel Hill South,4,1413,5,3,-79.92305429,40.43802148
1084427,17220667,M,W,14,2017-11-14T16:00:00,"1700 Block MURRAY AV PITTSBURGH, PA ",627.02(b)(ii) Smoking a small amount of marijuana in any public space,Squirrel Hill South,4,1413,5,3,-79.92305429,40.43802148
1084428,17220667,M,W,17,2017-11-14T16:00:00,"1700 Block MURRAY AV PITTSBURGH, PA ",627.02(b)(ii) Smoking a small amount of marijuana in any public space,Squirrel Hill South,4,1413,5,3,-79.92305429,40.43802148
1084429,17220667,M,W,17,2017-11-14T16:00:00,"1700 Block MURRAY AV PITTSBURGH, PA ",5505 Public Drunkenness,Squirrel Hill South,4,1413,5,3,-79.92305429,40.43802148
1084430,17220667,M,W,17,2017-11-14T16:00:00,"1700 Block MURRAY AV PITTSBURGH, PA ",627.02(b)(i) Possessing a small amount of marijuana,Squirrel Hill South,4,1413,5,3,-79.92305429,40.43802148
1084431,17220667,M,W,16,2017-11-14T16:00:00,"1700 Block MURRAY AV PITTSBURGH, PA ",627.02(b)(ii) Smoking a small amount of marijuana in any public space,Squirrel Hill South,4,1413,5,3,-79.92305429,40.43802148
1084432,17220667,M,W,16,2017-11-14T16:00:00,"1700 Block MURRAY AV PITTSBURGH, PA ",5505 Public Drunkenness,Squirrel Hill South,4,1413,5,3,-79.92305429,40.43802148
1084433,17220708,M,B,13,2017-11-14T17:00:00,"CERES WY & MILLBRIDGE ST PITTSBURGH, PA ","2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",Allentown,3,1803,3,5,-79.99584899,40.42324388
1084434,17221672,F,B,23,2017-11-16T00:45:00,"EAST OHIO ST PITTSBURGH, PA ",5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,East Allegheny,1,2304,,,0,0
1084435,17221672,F,B,23,2017-11-16T00:45:00,"EAST OHIO ST & CEDAR AV PITTSBURGH, PA ",5505 Public Drunkenness,East Allegheny,1,2304,1,1,-80.00169385,40.45331224
1084436,17222018,M,B,50,2017-11-16T13:35:00,"CENTRE AV & ERIN ST PITTSBURGH, PA ",601.08(a) Alcohol or Liquor Consumption on Streets or Sidewalks,Middle Hill,2,501,6,3,-79.97889929,40.4443426
1084437,17222018,M,B,50,2017-11-16T13:35:00,"CENTRE AV & ERIN ST PITTSBURGH, PA ",5505 Public Drunkenness,Middle Hill,2,501,6,3,-79.97889929,40.4443426
1084438,17222479,M,B,19,2017-11-17T02:42:00,"2400 Block RAVEN ST PITTSBURGH, PA ",627.02(b)(i) Possessing a small amount of marijuana,Carrick,3,2904,4,3,-79.9811006,40.39063586
1084439,17222479,M,W,20,2017-11-17T02:42:00,"2400 Block RAVEN ST PITTSBURGH, PA ",627.02(b)(i) Possessing a small amount of marijuana,Carrick,3,2904,4,3,-79.9811006,40.39063586
1084440,17110709,M,W,18,2017-06-16T01:51:00,"ENGLISH LANE & BEECHWOOD BL PITTSBURGH, PA ","6308(a) Underage Purchase, Consume, Possessed or Transport Liquor",Squirrel Hill South,4,1408,5,3,-79.91533356,40.42988755
1084441,17133799,M,B,63,2017-07-17T18:11:00,"SMITHFIELD ST & FORBES AV PITTSBURGH, PA ",5505 Public Drunkenness,Central Business District,2,201,6,6,-79.99909341,40.43941309
1084461,17196585,F,W,21,2017-10-11T18:10:00,"5000 Block STEELE CT PITTSBURGH, PA ",627.02(b)(i) Possessing a small amount of marijuana,Hazelwood,4,1515,5,3,-79.93953438,40.40948671
1084462,17207321,M,B,22,2017-10-28T02:06:00,"S 17TH ST & E CARSON ST PITTSBURGH, PA ","419.01 Obstruction of Street, Sidewalk, or Public Way",South Side Flats,3,1702,3,3,-79.98204758,40.42883493
1084463,17176431,M,W,22,2017-09-13T16:30:00,"5500 Block CENTRE AV PITTSBURGH, PA ",2709(a)(3) Harassment No Legitimate Purpose,Shadyside,4,709,7,2,-79.93643514,40.45663345
1084464,17188823,M,O,22,2017-10-01T01:50:00,"1600 Block E CARSON ST PITTSBURGH, PA ",5505 Public Drunkenness,South Side Flats,3,1702,3,3,-79.98264653,40.42874675
1084481,17134538,M,W,30,2017-07-16T00:35:00,"S 15TH ST & E CARSON ST PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",South Side Flats,3,1702,3,3,-79.98342493,40.42881518
1084482,17188842,M,W,22,2017-10-01T02:18:00,"1500 Block E CARSON ST PITTSBURGH, PA ","5507(a) Obstructing highway, railroad or public passage",South Side Flats,3,1702,3,3,-79.98330671,40.42868483
1084483,17188842,M,W,22,2017-10-01T02:18:00,"1500 Block E CARSON ST PITTSBURGH, PA ",5505 Public Drunkenness,South Side Flats,3,1702,3,3,-79.98330671,40.42868483
1084484,17199950,M,B,21,2017-10-05T19:00:00,"100 Block BROADCREST DR PITTSBURGH, PA ",633.02(a) Dog License Required; 3 Months or Older,Lincoln-Lemington-Belmar,5,1201,9,2,-79.8889648,40.47412902
1084485,17199950,M,B,21,2017-10-05T19:00:00,"100 Block BROADCREST DR PITTSBURGH, PA ",633.05 Rabies Vaccination,Lincoln-Lemington-Belmar,5,1201,9,2,-79.8889648,40.47412902
1084501,17170311,F,W,31,2017-09-05T16:30:00,"5500 Block NEGLEY AV PITTSBURGH, PA ",627.02(b)(ii) Smoking a small amount of marijuana in any public space,Shadyside,4,709,8,3,-79.92545162,40.43971496
1084502,17197571,M,W,33,2017-10-13T01:30:00,"5500 Block WALNUT ST PITTSBURGH, PA ",3304 Criminal Mischief.,Shadyside,4,703,8,2,-79.9335939,40.45096608
1084503,17197571,M,W,33,2017-10-13T01:30:00,"5500 Block WALNUT ST PITTSBURGH, PA ",5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,Shadyside,4,703,8,2,-79.9335939,40.45096608
1084504,17223199,F,W,20,2017-11-18T02:05:00,"3300 Block PARKVIEW RD PITTSBURGH, PA ","6308(a) Underage Purchase, Consume, Possessed or Transport Liquor",South Oakland,4,409,3,3,-79.9525632,40.43171771
1084505,17223199,F,W,19,2017-11-18T02:05:00,"3300 Block PARKVIEW AV PITTSBURGH, PA ","6308(a) Underage Purchase, Consume, Possessed or Transport Liquor",South Oakland,4,409,3,3,-79.9525632,40.43171771
1084506,17223199,M,W,19,2017-11-18T02:05:00,"3300 Block PARKVIEW AV PITTSBURGH, PA ",5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,South Oakland,4,409,3,3,-79.9525632,40.43171771
1084507,17202241,M,W,52,2017-10-19T15:10:00,"2300 Block BROWNSVILLE RD PITTSBURGH, PA ",5503(a)(3) DISORDERLY CONDUCT - OBSCENE LANG/GEST,Carrick,3,2904,4,3,-79.98551986,40.38904931
1084508,17202635,M,W,20,2017-10-20T01:20:00,"200 Block ATWOOD ST PITTSBURGH, PA ",6310.3(a) Carrying a False Identification Card; under 21 to obtain liquor,Central Oakland,4,405,3,3,-79.95688887,40.44042041
1084509,17202635,M,W,20,2017-10-20T01:20:00,"200 Block ATWOOD ST PITTSBURGH, PA ","6308(a) Underage Purchase, Consume, Possessed or Transport Liquor",Central Oakland,4,405,3,3,-79.95688887,40.44042041
1084521,17222501,M,O,22,2017-11-17T02:00:00,"1500 Block E CARSON ST PITTSBURGH, PA ",5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,South Side Flats,3,1702,3,3,-79.98330671,40.42868483
1084522,17222597,F,B,61,2017-11-17T06:45:00,"2300 Block EAST HILLS DR PITTSBURGH, PA ","2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",East Hills,5,1306,9,2,-79.87136146,40.45656464
1084523,17222853,M,W,20,2017-11-17T15:47:00,"800 Block EAST OHIO ST PITTSBURGH, PA ",3503(b.1) Criminal Trespass - Simple Trespasser,Allegheny Center,1,2204,1,1,-79.99670761,40.45441069
1084524,17222855,M,B,52,2017-11-17T15:40:00,"600 Block CEDAR AV PITTSBURGH, PA ",601.08(a) Alcohol or Liquor Consumption on Streets or Sidewalks,East Allegheny,1,2304,1,1,-80.00113002,40.45290228
1084525,17223164,M,B,14,2017-11-18T00:43:00,"HAMMOND ST & ZEPHYR AV PITTSBURGH, PA ","2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",Sheraden,6,2018,2,5,-80.05198591,40.45474959
1084526,17223164,M,B,14,2017-11-18T00:43:00,"HAMMOND ST & ZEPHYR AV PITTSBURGH, PA ","2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",Sheraden,6,2018,2,5,-80.05198591,40.45474959
1084527,17223164,M,B,15,2017-11-18T00:43:00,"HAMMOND ST & ZEPHYR AV PITTSBURGH, PA ","2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",Sheraden,6,2018,2,5,-80.05198591,40.45474959
1084528,17223226,M,W,28,2017-11-18T02:49:00,"E CARSON ST & S 15TH ST PITTSBURGH, PA ",5503(a)(3) DISORDERLY CONDUCT - OBSCENE LANG/GEST,South Side Flats,3,1702,3,3,-79.98342493,40.42881518
1084529,17223252,M,B,54,2017-11-18T03:18:00,"BROWNSVILLE RD & PARKFIELD ST PITTSBURGH, PA ",5505 Public Drunkenness,Carrick,3,2901,4,3,-79.98660653,40.39133126
1084530,17223258,M,W,27,2017-11-18T03:40:00,"50 Block UXOR WY PITTSBURGH, PA ",5505 Public Drunkenness,South Side Flats,3,1702,3,3,-79.98474754,40.42625323
1084531,17223353,M,B,25,2017-11-18T02:45:00,"S 15TH ST & E CARSON ST PITTSBURGH, PA ",5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,South Side Flats,3,1702,3,3,-79.98342493,40.42881518
1084532,17223362,M,B,37,2017-11-18T10:20:00,"5100 Block SCHENLEY AV PITTSBURGH, PA ","3304(a)(1) CRIMINAL MISCHIEF-Prop Damage By Fire, Explosives, or Other Dangerous Means",Stanton Heights,5,1005,9,2,-79.94015835,40.47162103
1084541,17223366,M,W,23,2017-11-18T02:30:00,"S 12TH ST & E CARSON ST PITTSBURGH, PA ","601.16(b)(1)(a) Any Person who urinates or defecates in, on, or about any public place",South Side Flats,3,1702,3,3,-79.98642219,40.42874965
1084542,17223366,M,W,23,2017-11-18T02:30:00,"S 12TH ST & E CARSON ST PITTSBURGH, PA ",5505 Public Drunkenness,South Side Flats,3,1702,3,3,-79.98642219,40.42874965
1084543,17223366,M,W,23,2017-11-18T02:30:00,"S 12TH ST & E CARSON ST PITTSBURGH, PA ",5503(a)(4) DISORDERLY CONDUCT - HAZARDOUS/PHYS. OFF,South Side Flats,3,1702,3,3,-79.98642219,40.42874965
1084544,17223385,F,B,27,2017-11-18T11:00:00,"90 Block CLIMAX ST PITTSBURGH, PA ","2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",Beltzhoover,3,1809,3,5,-80.00617748,40.4190884
